uuid,age_range,marry,fammily_num,child_num,house_flg,income,visits_frequency,pass_days,all_purchase_price,purchase_num,purchase_product_num,coupon_use,purchase_price,coupon_id,category_id,category
207,50-59,無回答,1,0,0,1,17,9,46081,4,4,0,2513,7,c7,飲料
207,50-59,無回答,1,0,0,1,17,9,46081,17,62,0,19034,8,c8,食料品その他
207,50-59,無回答,1,0,0,1,17,9,46081,14,18,0,8002,9,c9,医薬品類
207,50-59,無回答,1,0,0,1,17,9,46081,0,0,0,0,10,c10,スキンケア・ヘアケア
207,50-59,無回答,1,0,0,1,17,9,46081,2,2,0,4270,11,c11,花・植物
208,40-49,既婚,2,0,0,6,1,58,2876,1,1,0,445,1,c1,米・パン
208,40-49,既婚,2,0,0,6,1,58,2876,0,0,0,0,2,c2,肉
208,40-49,既婚,2,0,0,6,1,58,2876,0,0,0,0,3,c3,海鮮
208,40-49,既婚,2,0,0,6,1,58,2876,0,0,0,0,4,c4,自然食品
208,40-49,既婚,2,0,0,6,1,58,2876,1,1,0,585,5,c5,即席食品
208,40-49,既婚,2,0,0,6,1,58,2876,0,0,0,0,6,c6,惣菜
208,40-49,既婚,2,0,0,6,1,58,2876,0,0,0,0,7,c7,飲料
208,40-49,既婚,2,0,0,6,1,58,2876,1,5,0,1846,8,c8,食料品その他
208,40-49,既婚,2,0,0,6,1,58,2876,0,0,0,0,9,c9,医薬品類
208,40-49,既婚,2,0,0,6,1,58,2876,0,0,0,0,10,c10,スキンケア・ヘアケア
208,40-49,既婚,2,0,0,6,1,58,2876,0,0,0,0,11,c11,花・植物
209,70+,無回答,2,0,0,9,17,9,114127,8,8,0,4972,1,c1,米・パン
209,70+,無回答,2,0,0,9,17,9,114127,2,2,0,1018,2,c2,肉
209,70+,無回答,2,0,0,9,17,9,114127,2,2,0,3202,3,c3,海鮮
209,70+,無回答,2,0,0,9,17,9,114127,16,17,0,5353,4,c4,自然食品
209,70+,無回答,2,0,0,9,17,9,114127,12,15,0,9740,5,c5,即席食品
209,70+,無回答,2,0,0,9,17,9,114127,3,3,0,4001,6,c6,惣菜
209,70+,無回答,2,0,0,9,17,9,114127,4,4,0,1702,7,c7,飲料
209,70+,無回答,2,0,0,9,17,9,114127,17,108,-356,52815,8,c8,食料品その他
209,70+,無回答,2,0,0,9,17,9,114127,17,20,0,21726,9,c9,医薬品類
209,70+,無回答,2,0,0,9,17,9,114127,2,2,0,2489,10,c10,スキンケア・ヘアケア
209,70+,無回答,2,0,0,9,17,9,114127,2,3,0,7109,11,c11,花・植物
210,20-29,既婚,3,1,0,2,13,34,20508,1,1,0,888,1,c1,米・パン
210,20-29,既婚,3,1,0,2,13,34,20508,0,0,0,0,2,c2,肉
210,20-29,既婚,3,1,0,2,13,34,20508,0,0,0,0,3,c3,海鮮
210,20-29,既婚,3,1,0,2,13,34,20508,0,0,0,0,4,c4,自然食品
210,20-29,既婚,3,1,0,2,13,34,20508,4,5,-44,1732,5,c5,即席食品
210,20-29,既婚,3,1,0,2,13,34,20508,0,0,0,0,6,c6,惣菜
210,20-29,既婚,3,1,0,2,13,34,20508,0,0,0,0,7,c7,飲料
210,20-29,既婚,3,1,0,2,13,34,20508,13,65,0,15311,8,c8,食料品その他
210,20-29,既婚,3,1,0,2,13,34,20508,6,6,0,2577,9,c9,医薬品類
210,20-29,既婚,3,1,0,2,13,34,20508,0,0,0,0,10,c10,スキンケア・ヘアケア
210,20-29,既婚,3,1,0,2,13,34,20508,0,0,0,0,11,c11,花・植物
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,1,c1,米・パン
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,2,c2,肉
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,3,c3,海鮮
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,4,c4,自然食品
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,5,c5,即席食品
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,6,c6,惣菜
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,7,c7,飲料
211,30-39,既婚,5,3,0,4,1,58,333,1,2,0,333,8,c8,食料品その他
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,9,c9,医薬品類
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,10,c10,スキンケア・ヘアケア
211,30-39,既婚,5,3,0,4,1,58,333,0,0,0,0,11,c11,花・植物
212,30-39,既婚,5,3,0,4,5,41,13465,0,0,0,0,1,c1,米・パン
212,30-39,既婚,5,3,0,4,5,41,13465,1,1,0,532,2,c2,肉
212,30-39,既婚,5,3,0,4,5,41,13465,0,0,0,0,3,c3,海鮮
212,30-39,既婚,5,3,0,4,5,41,13465,2,7,0,532,4,c4,自然食品
212,30-39,既婚,5,3,0,4,5,41,13465,2,3,0,1244,5,c5,即席食品
212,30-39,既婚,5,3,0,4,5,41,13465,1,1,0,532,6,c6,惣菜
212,30-39,既婚,5,3,0,4,5,41,13465,0,0,0,0,7,c7,飲料
212,30-39,既婚,5,3,0,4,5,41,13465,5,27,0,5291,8,c8,食料品その他
212,30-39,既婚,5,3,0,4,5,41,13465,5,6,0,5334,9,c9,医薬品類
212,30-39,既婚,5,3,0,4,5,41,13465,0,0,0,0,10,c10,スキンケア・ヘアケア
212,30-39,既婚,5,3,0,4,5,41,13465,0,0,0,0,11,c11,花・植物
213,50-59,既婚,4,2,0,1,7,40,150988,2,3,0,2416,1,c1,米・パン
213,50-59,既婚,4,2,0,1,7,40,150988,1,2,0,1065,2,c2,肉
213,50-59,既婚,4,2,0,1,7,40,150988,0,0,0,0,3,c3,海鮮
213,50-59,既婚,4,2,0,1,7,40,150988,5,5,0,2662,4,c4,自然食品
213,50-59,既婚,4,2,0,1,7,40,150988,5,5,0,3448,5,c5,即席食品
213,50-59,既婚,4,2,0,1,7,40,150988,6,6,0,3337,6,c6,惣菜
213,50-59,既婚,4,2,0,1,7,40,150988,1,1,0,390,7,c7,飲料
213,50-59,既婚,4,2,0,1,7,40,150988,7,215,-1015,99776,8,c8,食料品その他
213,50-59,既婚,4,2,0,1,7,40,150988,7,39,0,35251,9,c9,医薬品類
213,50-59,既婚,4,2,0,1,7,40,150988,3,3,0,2643,10,c10,スキンケア・ヘアケア
213,50-59,既婚,4,2,0,1,7,40,150988,0,0,0,0,11,c11,花・植物
214,50-59,既婚,2,0,0,6,5,50,14143,1,1,0,534,1,c1,米・パン
214,50-59,既婚,2,0,0,6,5,50,14143,0,0,0,0,2,c2,肉
214,50-59,既婚,2,0,0,6,5,50,14143,0,0,0,0,3,c3,海鮮
214,50-59,既婚,2,0,0,6,5,50,14143,0,0,0,0,4,c4,自然食品
214,50-59,既婚,2,0,0,6,5,50,14143,1,1,0,835,5,c5,即席食品
214,50-59,既婚,2,0,0,6,5,50,14143,0,0,0,0,6,c6,惣菜
214,50-59,既婚,2,0,0,6,5,50,14143,0,0,0,0,7,c7,飲料
214,50-59,既婚,2,0,0,6,5,50,14143,5,24,0,9957,8,c8,食料品その他
214,50-59,既婚,2,0,0,6,5,50,14143,3,3,0,2817,9,c9,医薬品類
214,50-59,既婚,2,0,0,6,5,50,14143,0,0,0,0,10,c10,スキンケア・ヘアケア
214,50-59,既婚,2,0,0,6,5,50,14143,0,0,0,0,11,c11,花・植物
215,20-29,既婚,3,1,1,4,5,42,7035,0,0,0,0,1,c1,米・パン
215,20-29,既婚,3,1,1,4,5,42,7035,1,1,0,406,2,c2,肉
215,20-29,既婚,3,1,1,4,5,42,7035,0,0,0,0,3,c3,海鮮
215,20-29,既婚,3,1,1,4,5,42,7035,0,0,0,0,4,c4,自然食品
215,20-29,既婚,3,1,1,4,5,42,7035,2,3,0,1423,5,c5,即席食品
215,20-29,既婚,3,1,1,4,5,42,7035,0,0,0,0,6,c6,惣菜
215,20-29,既婚,3,1,1,4,5,42,7035,0,0,0,0,7,c7,飲料
215,20-29,既婚,3,1,1,4,5,42,7035,5,25,0,3962,8,c8,食料品その他
215,20-29,既婚,3,1,1,4,5,42,7035,1,1,0,1244,9,c9,医薬品類
215,20-29,既婚,3,1,1,4,5,42,7035,0,0,0,0,10,c10,スキンケア・ヘアケア
215,20-29,既婚,3,1,1,4,5,42,7035,0,0,0,0,11,c11,花・植物
216,20-29,既婚,3,1,0,2,5,50,6898,0,0,0,0,1,c1,米・パン
216,20-29,既婚,3,1,0,2,5,50,6898,0,0,0,0,2,c2,肉
216,20-29,既婚,3,1,0,2,5,50,6898,0,0,0,0,3,c3,海鮮
216,20-29,既婚,3,1,0,2,5,50,6898,1,1,0,532,4,c4,自然食品
216,20-29,既婚,3,1,0,2,5,50,6898,0,0,0,0,5,c5,即席食品
216,20-29,既婚,3,1,0,2,5,50,6898,0,0,0,0,6,c6,惣菜
216,20-29,既婚,3,1,0,2,5,50,6898,0,0,0,0,7,c7,飲料
216,20-29,既婚,3,1,0,2,5,50,6898,5,5,0,1652,8,c8,食料品その他
216,20-29,既婚,3,1,0,2,5,50,6898,4,4,0,4714,9,c9,医薬品類
216,20-29,既婚,3,1,0,2,5,50,6898,0,0,0,0,10,c10,スキンケア・ヘアケア
216,20-29,既婚,3,1,0,2,5,50,6898,0,0,0,0,11,c11,花・植物
217,70+,独身,1,0,0,3,5,32,24786,3,3,0,1296,1,c1,米・パン
217,70+,独身,1,0,0,3,5,32,24786,1,3,0,2320,2,c2,肉
217,70+,独身,1,0,0,3,5,32,24786,2,3,0,4270,3,c3,海鮮
217,70+,独身,1,0,0,3,5,32,24786,2,2,0,1164,4,c4,自然食品
217,70+,独身,1,0,0,3,5,32,24786,2,3,0,1456,5,c5,即席食品
217,70+,独身,1,0,0,3,5,32,24786,0,0,0,0,6,c6,惣菜
217,70+,独身,1,0,0,3,5,32,24786,1,1,0,585,7,c7,飲料
217,70+,独身,1,0,0,3,5,32,24786,5,12,0,4651,8,c8,食料品その他
217,70+,独身,1,0,0,3,5,32,24786,5,9,0,7855,9,c9,医薬品類
217,70+,独身,1,0,0,3,5,32,24786,2,2,0,1189,10,c10,スキンケア・ヘアケア
217,70+,独身,1,0,0,3,5,32,24786,0,0,0,0,11,c11,花・植物
218,50-59,無回答,1,0,1,5,6,21,46157,1,1,0,89,1,c1,米・パン
218,50-59,無回答,1,0,1,5,6,21,46157,1,1,0,637,2,c2,肉
218,50-59,無回答,1,0,1,5,6,21,46157,1,1,0,623,3,c3,海鮮
218,50-59,無回答,1,0,1,5,6,21,46157,2,2,0,386,4,c4,自然食品
218,50-59,無回答,1,0,1,5,6,21,46157,6,7,0,2755,5,c5,即席食品
218,50-59,無回答,1,0,1,5,6,21,46157,1,1,0,354,6,c6,惣菜
218,50-59,無回答,1,0,1,5,6,21,46157,1,1,0,407,7,c7,飲料
218,50-59,無回答,1,0,1,5,6,21,46157,6,111,-53,31995,8,c8,食料品その他
218,50-59,無回答,1,0,1,5,6,21,46157,6,23,0,8201,9,c9,医薬品類
218,50-59,無回答,1,0,1,5,6,21,46157,1,1,0,710,10,c10,スキンケア・ヘアケア
218,50-59,無回答,1,0,1,5,6,21,46157,0,0,0,0,11,c11,花・植物
219,40-49,無回答,1,0,0,2,16,3,106227,0,0,0,0,1,c1,米・パン
219,40-49,無回答,1,0,0,2,16,3,106227,4,4,0,2021,2,c2,肉
219,40-49,無回答,1,0,0,2,16,3,106227,1,1,0,710,3,c3,海鮮
219,40-49,無回答,1,0,0,2,16,3,106227,3,4,0,1636,4,c4,自然食品
219,40-49,無回答,1,0,0,2,16,3,106227,16,18,-240,13124,5,c5,即席食品
219,40-49,無回答,1,0,0,2,16,3,106227,3,3,0,1063,6,c6,惣菜
219,40-49,無回答,1,0,0,2,16,3,106227,1,1,0,532,7,c7,飲料
219,40-49,無回答,1,0,0,2,16,3,106227,16,151,-1396,57996,8,c8,食料品その他
219,40-49,無回答,1,0,0,2,16,3,106227,16,37,-3116,29145,9,c9,医薬品類
219,40-49,無回答,1,0,0,2,16,3,106227,0,0,0,0,10,c10,スキンケア・ヘアケア
219,40-49,無回答,1,0,0,2,16,3,106227,0,0,0,0,11,c11,花・植物
220,40-49,独身,2,1,0,4,31,1,203154,7,7,0,4602,1,c1,米・パン
220,40-49,独身,2,1,0,4,31,1,203154,5,6,0,6319,2,c2,肉
220,40-49,独身,2,1,0,4,31,1,203154,3,3,0,2311,3,c3,海鮮
220,40-49,独身,2,1,0,4,31,1,203154,12,14,0,4945,4,c4,自然食品
220,40-49,独身,2,1,0,4,31,1,203154,17,24,0,11157,5,c5,即席食品
220,40-49,独身,2,1,0,4,31,1,203154,8,8,0,4071,6,c6,惣菜
220,40-49,独身,2,1,0,4,31,1,203154,13,14,0,7211,7,c7,飲料
220,40-49,独身,2,1,0,4,31,1,203154,31,340,-89,124635,8,c8,食料品その他
220,40-49,独身,2,1,0,4,31,1,203154,31,44,0,33190,9,c9,医薬品類
220,40-49,独身,2,1,0,4,31,1,203154,4,4,0,3823,10,c10,スキンケア・ヘアケア
220,40-49,独身,2,1,0,4,31,1,203154,1,1,0,890,11,c11,花・植物
221,50-59,無回答,2,0,0,6,10,7,68658,2,2,0,1207,1,c1,米・パン
221,50-59,無回答,2,0,0,6,10,7,68658,2,2,0,1830,2,c2,肉
221,50-59,無回答,2,0,0,6,10,7,68658,0,0,0,0,3,c3,海鮮
221,50-59,無回答,2,0,0,6,10,7,68658,6,6,0,3105,4,c4,自然食品
221,50-59,無回答,2,0,0,6,10,7,68658,4,4,0,5975,5,c5,即席食品
221,50-59,無回答,2,0,0,6,10,7,68658,6,6,0,3659,6,c6,惣菜
221,50-59,無回答,2,0,0,6,10,7,68658,2,2,0,977,7,c7,飲料
221,50-59,無回答,2,0,0,6,10,7,68658,10,62,0,33820,8,c8,食料品その他
221,50-59,無回答,2,0,0,6,10,7,68658,10,21,0,14605,9,c9,医薬品類
221,50-59,無回答,2,0,0,6,10,7,68658,5,5,0,3480,10,c10,スキンケア・ヘアケア
221,50-59,無回答,2,0,0,6,10,7,68658,0,0,0,0,11,c11,花・植物
222,30-39,無回答,2,0,0,5,2,56,19356,1,1,0,178,1,c1,米・パン
222,30-39,無回答,2,0,0,5,2,56,19356,1,1,0,1499,2,c2,肉
222,30-39,無回答,2,0,0,5,2,56,19356,1,1,0,532,3,c3,海鮮
222,30-39,無回答,2,0,0,5,2,56,19356,2,2,0,619,4,c4,自然食品
222,30-39,無回答,2,0,0,5,2,56,19356,2,6,0,2288,5,c5,即席食品
222,30-39,無回答,2,0,0,5,2,56,19356,0,0,0,0,6,c6,惣菜
222,30-39,無回答,2,0,0,5,2,56,19356,0,0,0,0,7,c7,飲料
222,30-39,無回答,2,0,0,5,2,56,19356,2,35,0,11161,8,c8,食料品その他
222,30-39,無回答,2,0,0,5,2,56,19356,2,9,0,3079,9,c9,医薬品類
222,30-39,無回答,2,0,0,5,2,56,19356,0,0,0,0,10,c10,スキンケア・ヘアケア
222,30-39,無回答,2,0,0,5,2,56,19356,0,0,0,0,11,c11,花・植物
223,50-59,既婚,2,0,0,6,14,4,136848,6,6,0,5073,1,c1,米・パン
223,50-59,既婚,2,0,0,6,14,4,136848,4,6,0,4420,2,c2,肉
223,50-59,既婚,2,0,0,6,14,4,136848,3,4,0,4001,3,c3,海鮮
223,50-59,既婚,2,0,0,6,14,4,136848,14,15,0,6724,4,c4,自然食品
223,50-59,既婚,2,0,0,6,14,4,136848,13,16,0,10210,5,c5,即席食品
223,50-59,既婚,2,0,0,6,14,4,136848,1,1,0,211,6,c6,惣菜
223,50-59,既婚,2,0,0,6,14,4,136848,1,1,0,445,7,c7,飲料
223,50-59,既婚,2,0,0,6,14,4,136848,14,265,0,100152,8,c8,食料品その他
223,50-59,既婚,2,0,0,6,14,4,136848,14,17,0,4635,9,c9,医薬品類
223,50-59,既婚,2,0,0,6,14,4,136848,1,1,0,977,10,c10,スキンケア・ヘアケア
223,50-59,既婚,2,0,0,6,14,4,136848,0,0,0,0,11,c11,花・植物
224,40-49,既婚,3,1,0,3,11,12,108794,2,2,0,1243,1,c1,米・パン
224,40-49,既婚,3,1,0,3,11,12,108794,2,2,0,1408,2,c2,肉
224,40-49,既婚,3,1,0,3,11,12,108794,1,1,0,1066,3,c3,海鮮
224,40-49,既婚,3,1,0,3,11,12,108794,11,22,0,10293,4,c4,自然食品
224,40-49,既婚,3,1,0,3,11,12,108794,11,15,0,9287,5,c5,即席食品
224,40-49,既婚,3,1,0,3,11,12,108794,9,9,0,5435,6,c6,惣菜
224,40-49,既婚,3,1,0,3,11,12,108794,11,15,0,7531,7,c7,飲料
224,40-49,既婚,3,1,0,3,11,12,108794,11,164,0,66895,8,c8,食料品その他
224,40-49,既婚,3,1,0,3,11,12,108794,9,11,0,4035,9,c9,医薬品類
224,40-49,既婚,3,1,0,3,11,12,108794,0,0,0,0,10,c10,スキンケア・ヘアケア
224,40-49,既婚,3,1,0,3,11,12,108794,1,1,0,1601,11,c11,花・植物
225,60-69,独身,2,0,0,1,11,21,93897,3,6,0,1421,1,c1,米・パン
225,60-69,独身,2,0,0,1,11,21,93897,3,5,0,3382,2,c2,肉
225,60-69,独身,2,0,0,1,11,21,93897,2,3,0,1173,3,c3,海鮮
225,60-69,独身,2,0,0,1,11,21,93897,5,5,0,1649,4,c4,自然食品
225,60-69,独身,2,0,0,1,11,21,93897,11,18,0,12098,5,c5,即席食品
225,60-69,独身,2,0,0,1,11,21,93897,2,2,0,641,6,c6,惣菜
225,60-69,独身,2,0,0,1,11,21,93897,2,2,0,1011,7,c7,飲料
225,60-69,独身,2,0,0,1,11,21,93897,11,178,0,68828,8,c8,食料品その他
225,60-69,独身,2,0,0,1,11,21,93897,3,3,0,2416,9,c9,医薬品類
225,60-69,独身,2,0,0,1,11,21,93897,2,2,0,1278,10,c10,スキンケア・ヘアケア
225,60-69,独身,2,0,0,1,11,21,93897,0,0,0,0,11,c11,花・植物
226,50-59,無回答,1,0,0,1,21,18,89079,6,9,0,2879,1,c1,米・パン
226,50-59,無回答,1,0,0,1,21,18,89079,1,1,0,710,2,c2,肉
226,50-59,無回答,1,0,0,1,21,18,89079,2,2,0,1408,3,c3,海鮮
226,50-59,無回答,1,0,0,1,21,18,89079,3,3,0,1720,4,c4,自然食品
226,50-59,無回答,1,0,0,1,21,18,89079,4,5,0,2374,5,c5,即席食品
226,50-59,無回答,1,0,0,1,21,18,89079,5,6,0,4463,6,c6,惣菜
226,50-59,無回答,1,0,0,1,21,18,89079,3,3,0,1722,7,c7,飲料
226,50-59,無回答,1,0,0,1,21,18,89079,21,99,-632,40577,8,c8,食料品その他
226,50-59,無回答,1,0,0,1,21,18,89079,21,43,-534,30027,9,c9,医薬品類
226,50-59,無回答,1,0,0,1,21,18,89079,2,2,0,1955,10,c10,スキンケア・ヘアケア
226,50-59,無回答,1,0,0,1,21,18,89079,1,1,0,1244,11,c11,花・植物
227,60-69,独身,2,0,0,1,21,7,72135,2,10,0,1280,1,c1,米・パン
227,60-69,独身,2,0,0,1,21,7,72135,2,3,0,2037,2,c2,肉
227,60-69,独身,2,0,0,1,21,7,72135,3,3,0,1688,3,c3,海鮮
227,60-69,独身,2,0,0,1,21,7,72135,2,5,0,675,4,c4,自然食品
227,60-69,独身,2,0,0,1,21,7,72135,13,14,0,7688,5,c5,即席食品
227,60-69,独身,2,0,0,1,21,7,72135,1,1,0,623,6,c6,惣菜
227,60-69,独身,2,0,0,1,21,7,72135,1,1,0,354,7,c7,飲料
227,60-69,独身,2,0,0,1,21,7,72135,21,205,0,54257,8,c8,食料品その他
227,60-69,独身,2,0,0,1,21,7,72135,7,7,0,3533,9,c9,医薬品類
227,60-69,独身,2,0,0,1,21,7,72135,0,0,0,0,10,c10,スキンケア・ヘアケア
227,60-69,独身,2,0,0,1,21,7,72135,0,0,0,0,11,c11,花・植物
228,70+,無回答,1,0,0,1,8,14,45002,4,4,0,1332,1,c1,米・パン
228,70+,無回答,1,0,0,1,8,14,45002,3,3,0,1805,2,c2,肉
228,70+,無回答,1,0,0,1,8,14,45002,4,4,0,3777,3,c3,海鮮
228,70+,無回答,1,0,0,1,8,14,45002,8,10,0,3905,4,c4,自然食品
228,70+,無回答,1,0,0,1,8,14,45002,0,0,0,0,5,c5,即席食品
228,70+,無回答,1,0,0,1,8,14,45002,8,11,0,4822,6,c6,惣菜
228,70+,無回答,1,0,0,1,8,14,45002,7,7,0,4261,7,c7,飲料
228,70+,無回答,1,0,0,1,8,14,45002,8,59,-222,19715,8,c8,食料品その他
228,70+,無回答,1,0,0,1,8,14,45002,8,10,0,5138,9,c9,医薬品類
228,70+,無回答,1,0,0,1,8,14,45002,1,1,0,247,10,c10,スキンケア・ヘアケア
228,70+,無回答,1,0,0,1,8,14,45002,0,0,0,0,11,c11,花・植物
229,40-49,既婚,2,0,0,6,12,10,31253,0,0,0,0,1,c1,米・パン
229,40-49,既婚,2,0,0,6,12,10,31253,0,0,0,0,2,c2,肉
229,40-49,既婚,2,0,0,6,12,10,31253,0,0,0,0,3,c3,海鮮
229,40-49,既婚,2,0,0,6,12,10,31253,1,1,0,532,4,c4,自然食品
229,40-49,既婚,2,0,0,6,12,10,31253,3,4,0,844,5,c5,即席食品
229,40-49,既婚,2,0,0,6,12,10,31253,0,0,0,0,6,c6,惣菜
229,40-49,既婚,2,0,0,6,12,10,31253,0,0,0,0,7,c7,飲料
229,40-49,既婚,2,0,0,6,12,10,31253,12,39,0,14072,8,c8,食料品その他
229,40-49,既婚,2,0,0,6,12,10,31253,12,25,0,15298,9,c9,医薬品類
229,40-49,既婚,2,0,0,6,12,10,31253,1,1,0,507,10,c10,スキンケア・ヘアケア
229,40-49,既婚,2,0,0,6,12,10,31253,0,0,0,0,11,c11,花・植物
230,50-59,既婚,3,1,0,3,13,13,63698,5,8,0,1716,1,c1,米・パン
230,50-59,既婚,3,1,0,3,13,13,63698,4,6,0,2757,2,c2,肉
230,50-59,既婚,3,1,0,3,13,13,63698,1,2,0,1777,3,c3,海鮮
230,50-59,既婚,3,1,0,3,13,13,63698,8,8,0,1962,4,c4,自然食品
230,50-59,既婚,3,1,0,3,13,13,63698,10,13,0,4183,5,c5,即席食品
230,50-59,既婚,3,1,0,3,13,13,63698,3,3,0,1423,6,c6,惣菜
230,50-59,既婚,3,1,0,3,13,13,63698,1,1,0,318,7,c7,飲料
230,50-59,既婚,3,1,0,3,13,13,63698,13,127,0,31871,8,c8,食料品その他
230,50-59,既婚,3,1,0,3,13,13,63698,13,52,0,16466,9,c9,医薬品類
230,50-59,既婚,3,1,0,3,13,13,63698,2,2,0,1225,10,c10,スキンケア・ヘアケア
230,50-59,既婚,3,1,0,3,13,13,63698,0,0,0,0,11,c11,花・植物
231,50-59,独身,3,1,0,1,19,4,66353,1,1,0,1066,1,c1,米・パン
231,50-59,独身,3,1,0,1,19,4,66353,1,1,0,607,2,c2,肉
231,50-59,独身,3,1,0,1,19,4,66353,2,2,0,1777,3,c3,海鮮
231,50-59,独身,3,1,0,1,19,4,66353,4,4,0,2416,4,c4,自然食品
231,50-59,独身,3,1,0,1,19,4,66353,3,3,0,2416,5,c5,即席食品
231,50-59,独身,3,1,0,1,19,4,66353,1,1,0,407,6,c6,惣菜
231,50-59,独身,3,1,0,1,19,4,66353,0,0,0,0,7,c7,飲料
231,50-59,独身,3,1,0,1,19,4,66353,19,148,-596,44881,8,c8,食料品その他
231,50-59,独身,3,1,0,1,19,4,66353,19,30,0,11984,9,c9,医薬品類
231,50-59,独身,3,1,0,1,19,4,66353,1,1,0,799,10,c10,スキンケア・ヘアケア
231,50-59,独身,3,1,0,1,19,4,66353,0,0,0,0,11,c11,花・植物
232,50-59,既婚,2,0,0,3,13,24,65402,7,8,0,3748,1,c1,米・パン
232,50-59,既婚,2,0,0,3,13,24,65402,2,3,0,1483,2,c2,肉
232,50-59,既婚,2,0,0,3,13,24,65402,3,4,0,3024,3,c3,海鮮
232,50-59,既婚,2,0,0,3,13,24,65402,7,11,0,5330,4,c4,自然食品
232,50-59,既婚,2,0,0,3,13,24,65402,5,6,0,4803,5,c5,即席食品
232,50-59,既婚,2,0,0,3,13,24,65402,4,4,0,1244,6,c6,惣菜
232,50-59,既婚,2,0,0,3,13,24,65402,4,5,0,2406,7,c7,飲料
232,50-59,既婚,2,0,0,3,13,24,65402,13,58,0,19726,8,c8,食料品その他
232,50-59,既婚,2,0,0,3,13,24,65402,13,18,0,19548,9,c9,医薬品類
232,50-59,既婚,2,0,0,3,13,24,65402,2,2,0,3558,10,c10,スキンケア・ヘアケア
232,50-59,既婚,2,0,0,3,13,24,65402,1,1,0,532,11,c11,花・植物
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,1,c1,米・パン
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,2,c2,肉
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,3,c3,海鮮
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,4,c4,自然食品
233,30-39,無回答,1,0,0,6,4,47,6445,1,2,0,1421,5,c5,即席食品
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,6,c6,惣菜
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,7,c7,飲料
233,30-39,無回答,1,0,0,6,4,47,6445,4,9,0,5024,8,c8,食料品その他
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,9,c9,医薬品類
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,10,c10,スキンケア・ヘアケア
233,30-39,無回答,1,0,0,6,4,47,6445,0,0,0,0,11,c11,花・植物
234,70+,独身,1,0,0,3,16,8,26262,2,2,0,2133,1,c1,米・パン
234,70+,独身,1,0,0,3,16,8,26262,1,1,0,862,2,c2,肉
234,70+,独身,1,0,0,3,16,8,26262,1,2,0,890,3,c3,海鮮
234,70+,独身,1,0,0,3,16,8,26262,1,1,0,176,4,c4,自然食品
234,70+,独身,1,0,0,3,16,8,26262,4,6,0,2931,5,c5,即席食品
234,70+,独身,1,0,0,3,16,8,26262,3,3,0,2197,6,c6,惣菜
234,70+,独身,1,0,0,3,16,8,26262,0,0,0,0,7,c7,飲料
234,70+,独身,1,0,0,3,16,8,26262,16,48,0,13234,8,c8,食料品その他
234,70+,独身,1,0,0,3,16,8,26262,3,3,0,1882,9,c9,医薬品類
234,70+,独身,1,0,0,3,16,8,26262,0,0,0,0,10,c10,スキンケア・ヘアケア
234,70+,独身,1,0,0,3,16,8,26262,1,1,0,1957,11,c11,花・植物
235,50-59,無回答,2,0,0,4,4,32,46551,3,4,0,977,1,c1,米・パン
235,50-59,無回答,2,0,0,4,4,32,46551,0,0,0,0,2,c2,肉
235,50-59,無回答,2,0,0,4,4,32,46551,0,0,0,0,3,c3,海鮮
235,50-59,無回答,2,0,0,4,4,32,46551,0,0,0,0,4,c4,自然食品
235,50-59,無回答,2,0,0,4,4,32,46551,4,5,0,2842,5,c5,即席食品
235,50-59,無回答,2,0,0,4,4,32,46551,1,1,0,514,6,c6,惣菜
235,50-59,無回答,2,0,0,4,4,32,46551,0,0,0,0,7,c7,飲料
235,50-59,無回答,2,0,0,4,4,32,46551,4,37,-623,24207,8,c8,食料品その他
235,50-59,無回答,2,0,0,4,4,32,46551,4,18,0,18011,9,c9,医薬品類
235,50-59,無回答,2,0,0,4,4,32,46551,0,0,0,0,10,c10,スキンケア・ヘアケア
235,50-59,無回答,2,0,0,4,4,32,46551,0,0,0,0,11,c11,花・植物
236,40-49,独身,1,0,0,6,10,9,44318,0,0,0,0,1,c1,米・パン
236,40-49,独身,1,0,0,6,10,9,44318,2,5,0,3740,2,c2,肉
236,40-49,独身,1,0,0,6,10,9,44318,0,0,0,0,3,c3,海鮮
236,40-49,独身,1,0,0,6,10,9,44318,4,4,0,796,4,c4,自然食品
